c1,state,county,hbp,chd,dm,ob,hc,ckd,hpsa,aqi,cold_wave,heat_wave,ice_storm,winter_weather,enviro_hazard,lead_paint,low_income,access_healthy_food,percent_area_parks,respiratory_hazard,road_noise,traffic_proximity_volume,vehicles_available,walkability,walkability_to_transit,minority_proportion,fam_bel_pov,vacancy,property,gini_index,diffusion_score,party,metro,farming,mining,manufacturing,government,recreation,nonspecialized,low_education,low_employment,pop_loss,retirement_dest,persistent_poverty,persistent_related_child_poverty,pct_dem_lead_2000,pct_dem_lead_2004,pct_dem_lead_2008,pct_dem_lead_2012,pct_dem_lead_2016,pct_dem_lead_2020,change_2000_to_2004,change_2004_to_2008,change_2008_to_2012,change_2012_to_2016,change_2016_to_2020,total_magnitude_of_change,cumulative_change,volatility,change_2000_to_2020,d_2004_2000,d_2008_2004,d_2012_2008,d_2016_2012,d_2020_2016,d_2020_2000,d_average,dem_land,min_prop
2968,oh,scioto,0.652061856,0.5,0.673076923,0.83497053,0.805739514,0.640625,0.010791367,0.348732841,0,0.1755,0.0643,0.0855,0.1215,0.318004496,0.5859302,0.88441275,0.003319058,0.315671951,0,0.153729038,0.001602719,0.267209011,0.052631579,0.400775712,0.004164937,0.007760895,0.005704794,0.635212197,0.096416242,0.363742363,0,0,0,0,0,0,1,0,0,0,0,0,0,0.117484904,0.035594978,-0.06543157,-0.069628266,-0.226041795,-0.276742889,-0.697025096,-2.838224785,0.064138698,2.24640853,0.224299641,6.07009675,-1.000403012,1.639632768,11.33328533,-0.006512688,-0.022749955,0.050174136,-0.357589036,-0.051254235,-0.387931794,1.824225545,1,3
,il,clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595801353,-0.080229618,0.194906235,-0.24433136,-0.147567227,-0.034205709,-0.311427683,0.214062274,1,
3242,ky,lincoln,0.386597938,0.311320755,0.411538462,0.726915521,0.785871965,0.484375,0.009592326,0.220696938,0.1927,0.0763,0.1221,0.146,0.0753,0.154175953,0.365815427,0.866670895,0.019164882,0.052489258,0,0.172604418,0.003548393,0.418022528,0.157894737,0.177621568,0.006386531,0.012291875,0.022307213,0.400743267,0.212340353,0.513309056,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.03231044,-0.078378621,0.084039156,0.031320727,-0.047508938,-0.00775724,1.425798619,-2.072220396,-0.627307927,-2.516852967,-0.836720401,7.478900311,-4.627303072,1.376428527,1.050281882,-0.08238893,-0.023715129,-0.034158133,-0.153504834,0.001092725,-0.292674303,0.126267925,1,2
3174,tn,henderson,0.420103093,0.396226415,0.476923077,0.701375246,0.810154525,0.484375,0.011990408,0.292766631,0.169,0.0649,0.0855,0.1291,0.0912,0.167317909,0.461319877,0.842691081,0.017344754,0.125631945,0,0.182498858,0.00153311,0.371714643,0.052631579,0.081444433,0.003162349,0.005449914,0.012028279,0.197129649,0.068690238,0.252132984,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.275375572,-0.429150808,-0.190394902,-0.33526253,-0.470768034,-0.477464859,0.558420036,-0.556345,0.760879767,0.4041773,0.014225319,2.294047421,1.18135742,0.465774901,1.709554434,-0.074141331,-0.118302636,-0.058697801,-0.132621095,-0.020676324,-0.404439181,0.217519224,1,1
2857,nc,columbus,0.569587629,0.481132075,0.561538462,0.740667976,0.849889625,0.59375,0.011990408,0.570221753,0,0.1621,0.3992,0.1779,0.1108,0.318335151,0.443816139,0.900743916,0.001927195,0.551788413,0,0.201510175,0.001088287,0.396745932,0.052631579,0.397456803,0.00622753,0.01845146,0.017406758,0.658188502,0.128308695,0.353760272,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.152860529,-0.192406909,-0.261190989,-0.262152879,-0.272345211,-0.170711146,0.258708903,0.357492776,0.003682707,0.038879346,-0.373181026,1.031944758,0.285582706,0.2526694,-2.584956408,-0.10951823,-0.058696918,0.000986654,-0.141490772,0.078072414,-0.230646849,-0.46926719,1,3
3031,tx,cass,0.737113402,0.716981132,0.665384615,0.811394892,0.89183223,0.6875,0.003597122,0.315821894,0.1211,0.0658,0.1018,0.1011,0.0603,0.229306228,0.558827162,0.927514392,0,0.218921322,0,0.036018009,0.000587437,0.306633292,0.052631579,0.051306796,0.001784342,0.005067783,0.003178508,0.095773886,0.024159556,0.103072939,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.509175377,-0.555376838,-0.624400767,-0.641247439,-0.731062304,-0.745539335,0.090737814,0.124283053,0.026980544,0.140062727,0.019802732,0.401866869,0.401866869,0.049229863,2.88663125,-0.076292023,-0.175787792,-0.091062754,-0.098881572,0.002702925,-0.43932122,0.407884985,1,1
2885,nc,northampton,0.523195876,0.556603774,0.530769231,0.722986248,0.841059603,0.578125,0.007194245,0.478968673,0,0.1402,0.3405,0.2005,0.1212,0.225099912,0.453998424,0.896325417,0.119486081,0.490463772,0,0.163445853,0.000869271,0.335419274,0.052631579,0.213012935,0.003957352,0.008907288,0.007799265,0.478320626,0.186828428,0.245105576,0,0,0,0,0,0,1,0,1,1,0,1,1,-0.054042731,-0.085653904,-0.230806846,-0.279698691,-0.402107112,-0.194251421,0.584929207,1.694644803,0.211830134,0.43764388,-0.516916225,3.445964249,2.412131799,0.714687873,-1.082931757,-0.072500765,0.029816369,0.044160873,-0.088395298,-0.288937718,-0.375856549,-0.243131384,1,2
2556,al,bibb,0.597938144,0.547169811,0.615384615,0.7956778,0.777041943,0.625,0.004796163,0.478968673,0,0.0559,0.026,0.0537,0.0449,0.378137648,0.497290164,0.684381934,0,0.580484516,0,0.116839217,0.000203735,0.26971214,0.052631579,0.415927465,0.001196922,0.005941225,0.002546323,0.627213469,0.070543818,0.256305786,0,0,0,0,0,0,1,1,1,0,0,0,1,-0.177167019,-0.307309606,-0.373379703,-0.317353787,-0.418010753,-0.139591588,0.734575699,0.214995222,-0.15005078,0.317175876,-0.666057423,2.082855,0.450638594,0.471584062,1.622689724,-0.225021735,-0.013336723,-0.008277542,-0.08479061,-0.025743378,-0.357169986,0.210919961,1,3
1866,il,scott,0.471649485,0.528301887,0.565384615,0.711198428,0.803532009,0.625,0.004796163,0.266543471,0.2621,0,0.1626,0.2883,0.1073,0.235188076,0.487877839,0.934685903,0,0.207338865,0,0.078022707,0.000741937,0.357947434,0.052631579,0.392460457,0.002142094,0.009152943,0.004983465,0.658302432,0.164729326,0.408979096,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.029061785,-0.034496431,-0.016212487,-0.0625,-0.223546702,-0.097906055,0.187003191,-0.530024226,2.855053191,2.576747224,-0.562033102,6.710860934,4.526746279,1.504954862,1.759943128,-0.087598667,0.151345283,-0.124586031,-0.283725679,-0.014694255,-0.359259337,0.233447298,1,3
2992,wv,braxton,0.554123711,0.537735849,0.546153846,0.717092338,0.845474614,0.546875,0.005995204,0.369852165,0.1225,0.0678,0.0615,0.0668,0.0832,0.195042079,0.377733421,0.895148435,0.000535332,0.28704697,0,0.037578572,0.000298812,0.326032541,0.052631579,0.08790723,0.001201339,0.006514421,0.005545317,0.184206949,0.095245374,0.240615251,0,0,0,0,0,0,1,1,1,0,0,0,0,0.272114953,0.157064032,-0.028759894,-0.135217835,-0.414231791,-0.498178728,-0.422802642,-1.183109361,3.701610952,2.063440496,0.202656915,7.573620366,4.36179636,1.776188981,-14.18434429,-0.027562827,0.005767944,-0.165197998,-0.284031242,-0.034798972,-0.505823076,-2.448361158,1,1
2588,al,dekalb,0.68556701,0.650943396,0.676923077,0.711198428,0.878587196,0.71875,0.008393285,0.505543823,0,0.0883,0.2263,0.146,0.0821,0.251620688,0.546317199,0.938009526,0.052034261,0.498473848,0,0.077979207,0.000573855,0.342302879,0.052631579,0.423965971,0.001828509,0.003320899,0.006957305,0.667963193,0.110050906,0.370304513,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.162208967,-0.188445867,-0.150650335,-0.224678601,-0.258811568,-0.023206188,0.161747535,-0.200564402,0.49139132,0.15191908,-0.910335583,1.915957921,-0.305842049,0.477689477,1.452924728,-0.122050576,-0.105591737,-0.036493525,-0.139937878,-0.00927746,-0.413351178,0.173262268,1,3
2305,mo,scotland,0.804123711,0.594339623,0.803846154,0.913555992,0.841059603,0.78125,0.003597122,0.534142907,0,0.1173,0.0931,0.1067,0.0938,0.503118969,0.554918092,0.875947211,0,0.873307157,0,0.076909832,0.001010188,0.361702128,0.052631579,0.787220974,0.001470757,0.006550814,0.003463932,0.523345789,0.077284527,0.809028654,1,0,0,1,0,0,0,0,0,0,0,0,0,0.410479042,0.439988861,0.517395626,0.590679798,0.541759465,0.077372669,0.071891171,0.17592892,0.141640494,-0.082820393,-0.857182617,1.329463595,-0.550542424,0.383974796,1.361819267,0.011607676,0.021157198,-0.094117083,-0.277963966,-0.001294912,-0.34061107,0.170201376,1,3
1522,va,bedford,0.680412371,0.452830189,0.665384615,0.829076621,0.777041943,0.6875,0.002398082,0.372052094,0,0,0.1588,0,0.0628,0.484449666,0.542401825,0.97654972,0.003104925,0.51070529,0.5,0.37097353,0.000553481,0.455569462,0.052631579,0.633951265,0.001183672,0.002110818,0.001488456,0.297741133,0.130886843,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.115951113,0.083993213,-0.228179993,-0.285618003,0.26977887,-0.376683275,-0.275615293,-3.716647996,0.251722375,-1.944544347,-2.396266784,8.584796796,-8.081352045,1.443225368,3.443586826,-0.090911523,0.063452221,-0.334374249,-0.051183801,0.143568307,-0.269449025,0.529022992,1,3
1950,tn,wilson,0.31443299,0.29245283,0.35,0.68762279,0.772626932,0.4375,0.001199041,0.217969025,0.1976,0.115,0.0989,0.106,0.0757,0.143941538,0.340313346,0.918691763,0.003747323,0.057058824,0,0.096294524,0.00164856,0.374217772,0.052631579,0.079803752,0.003286016,0.005549995,0.017569507,0.170167566,0.081651676,0.509134612,1,0,0,1,0,0,0,0,0,0,0,0,0,0.025364443,-0.022195906,0.152637333,0.135827932,-0.021295892,-0.015264696,-1.875079577,-7.876823727,-0.110126407,-1.156785808,-0.283209346,11.30202486,-11.30202486,2.879014102,4.935084343,-0.243621469,-0.058516555,-0.050110895,-0.02520912,0.063759468,-0.31369856,0.770231009,1,1
2535,mn,marshall,0.201030928,0.198113208,0.365384615,0.554027505,0.593818985,0.4375,0.080335731,0.628915875,0,0.1208,0,0.1144,0.1416,0.162682377,0.566244181,0.803462505,0.087794433,0.581287598,0.5,0.39838035,0.012687628,0.622653317,0.526315789,0.444427455,0.027692634,0.064125193,0.044313464,0.740860581,0.241668874,0.67482836,0,0,0,0,0,0,1,0,1,0,1,0,1,0.21687483,0.236532017,0.242530685,0.236436068,0.251406673,0.282724377,0.090638398,0.025360911,-0.02512926,0.063317772,0.124569898,0.329016239,0.278757719,0.051914548,1.46188128,0.034692694,0.163523063,-0.127027467,-0.290125936,-0.06280981,-0.28174746,0.196688965,1,3
558,la,washington,0.922680412,0.632075472,0.869230769,0.95481336,0.885209713,0.875,0.002398082,0.388155579,0,0.1407,0.2061,0.1286,0.1263,0.394885018,0.517004729,0.742961208,0,0.809282857,0,0.204912239,0.00036163,0.39612015,0.052631579,0.760685404,0.000781754,0.001046311,0.002005327,0.518352521,0.060356537,0.715534816,1,0,0,0,0,0,1,0,0,0,0,1,1,0.217705822,0.142161636,0.370609319,0.41271722,0.359360731,0.355932203,-0.34700122,1.606957333,0.11361803,-0.129280986,-0.009540628,2.206398197,1.234752528,0.69678011,3.008591413,-0.155737624,-0.077620924,0.04019871,-0.081517763,-0.007528179,-0.28220576,0.454397619,1,3
3117,ar,poinsett,0.443298969,0.386792453,0.457692308,0.658153242,0.781456954,0.484375,0.008393285,0.316349877,0.1125,0.0974,0.1023,0.1263,0.0741,0.121326627,0.28320832,0.90663204,0.009314775,0.094048007,0,0.092776461,0.000663838,0.361702128,0.052631579,0.04585141,0.002380595,0.005886635,0.007962831,0.097960678,0.048575105,0.290980348,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.186138614,-0.312698148,-0.076423146,-0.236954032,-0.391674019,-0.407600484,0.679920901,-0.755600899,2.100553225,0.652953594,0.040662549,4.229691168,2.71848937,0.937604815,-2.752967119,-0.087419294,-0.339132667,-0.069220737,-0.127250522,0.199138552,-0.42388466,-0.529475331,1,1
528,ok,carter,0.610824742,0.575471698,0.584615385,0.838899804,0.860927152,0.640625,0.010791367,0.441129884,0,0.149,0.2004,0.093,0.1526,0.315645398,0.486334639,0.940162878,0.000428266,0.512075863,0,0.228583495,0.002084893,0.326032541,0.052631579,0.357415362,0.007985372,0.0182331,0.012237235,0.622842555,0.167348918,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.042858118,-0.085410628,-0.230782855,-0.269668859,-0.36958881,-0.407645154,0.992869319,1.702039084,0.168496067,0.370528328,0.102969416,3.336902215,3.336902215,0.605314483,1.615063548,-0.123603769,-0.098955929,-0.021374531,-0.099357724,0.048109598,-0.295182347,0.219980195,1,3
,ok,sequoyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.459186077,-0.102970459,-0.16005747,-0.030981669,-0.151109502,0.012446319,-0.432672799,0.671085536,1,
,ky,union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.88521099,-0.152431503,0.137692004,-0.284308463,-0.20590736,0.020079652,-0.484875679,2.066722631,1,
510,ks,neosho,0.585051546,0.358490566,0.507692308,0.754420432,0.801324503,0.515625,0.002398082,0.446497712,0,0.0054,0.0096,0.0091,0.0071,0.303118651,0.501788706,0.925351303,0,0.502862646,0,0.107231152,0.000310697,0.260951189,0.052631579,0.481305871,0.001501674,0.002538441,0.002567587,0.549409608,0.091970248,0,0,0,0,0,0,0,1,1,1,0,0,1,1,-0.066872428,-0.137600613,-0.130829477,-0.141249784,-0.196930505,-0.249680919,1.057658401,-0.049208622,0.079648006,0.394200403,0.26786309,1.848578523,1.750161279,0.385211184,1.228719354,-0.108360536,0.049874522,-0.077328376,-0.12114691,0.002509685,-0.254451632,0.162377968,1,3
263,ne,box_butte,0.381443299,0.613207547,0.392307692,0.583497053,0.777041943,0.546875,0.001199041,0.163146779,0.1489,0,0.0241,0.0681,0.0304,0.218132307,0.523975829,0.999820237,0,0.050828271,0,0.003886001,0,0.312891114,0.052631579,0.032643149,8.83338E-06,2.72951E-05,0.001869566,0.090676728,0,0.107325306,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.712418301,-0.592465753,-0.53,-0.640939597,-0.770186335,-0.744252874,-0.168373759,-0.105433526,0.209319995,0.201651979,-0.033671672,0.718450931,0.103493017,0.156803031,0.818443239,-0.024314217,0.127456471,-0.04007706,-0.288427114,-0.030994646,-0.256356567,0.093681112,1,1
1737,va,arlington,0.340206186,0.283018868,0.423076923,0.611001965,0.695364238,0.453125,0.064748201,0.434618092,0.2747,0.6934,0.3749,0.4693,0.3155,0.263742063,0.390295026,0.700988324,0.052034261,0.35395466,1,0.302374013,0.043174946,0.70212766,0.526315789,0.355335656,0.0757992,0.139714312,0.163191217,0.761835398,0.267740074,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.575205207,0.610766189,0.681508013,0.667356048,0.635737208,0.661962993,0.061823122,0.115824723,-0.020765662,-0.047379267,0.041252557,0.287045332,0.150755473,0.058429108,-0.859394729,0.103180557,0.082969919,-0.048017457,0.194005325,-0.555371761,-0.223233432,-0.180438027,1,3
1779,mo,barton,0.37371134,0.320754717,0.438461538,0.742632613,0.754966887,0.46875,0.039568345,0.359028511,0.272,0.311,0.2288,0.2088,0.175,0.205459309,0.457860218,0.865676115,0.031691649,0.239262113,0.5,0.178380857,0.010108676,0.462453066,0.052631579,0.156522699,0.024976371,0.059093804,0.055897251,0.386960038,0.163704287,0.444074199,1,0,0,1,0,0,0,0,0,1,0,0,0,0.092309908,0.032463332,0.091963159,-0.0137663,-0.152889483,-0.132675607,-0.648322342,1.832831764,-1.149693635,10.10606978,-0.132212341,13.86912986,10.00867322,4.176525065,0.582959533,-0.084470786,0.036489476,-0.0573426,-0.146307394,-0.010407161,-0.262038469,0.053486846,1,2
3197,ky,graves,0.420103093,0.405660377,0.457692308,0.705304519,0.774834437,0.484375,0,0.237944386,0.2239,0.0508,0.0354,0.0853,0.0686,0.170767533,0.35208176,0.903527265,0.005995717,0.0391984,0,0.137075784,0.000748728,0.352315394,0.052631579,0.063520157,0.00130734,0.00320262,0.006525899,0.132644656,0.045845829,0.2039052,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.393227551,-0.490205601,-0.313699992,-0.449942018,-0.562684869,-0.564199288,0.246620692,-0.360064448,0.434306754,0.250571956,0.002691416,1.294255265,0.57412637,0.274211546,3.604527473,-0.104690567,-0.032984052,-0.136040285,-0.167005926,-0.003038023,-0.443758845,0.526794791,1,1
1785,mo,taney,0.451030928,0.537735849,0.488461538,0.717092338,0.796909492,0.5625,0.005995204,0.290478705,0.1741,0.1483,0.1412,0.1286,0.1055,0.247148893,0.413371362,0.775262312,0.002783726,0.155569714,0,0.083201021,0.000687607,0.385481852,0.052631579,0.038072247,0.002005176,0.006523519,0.008419182,0.097731386,0.044143592,0.197811654,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.204661516,-0.254065775,-0.090165034,-0.359994337,-0.576414451,-0.575933163,0.241394962,-0.645111451,2.99261577,0.601176439,-0.00083497,4.481133591,3.189240749,1.245580343,0.914401233,-0.112328723,0.042022139,-0.102306597,-0.117210358,0.014208289,-0.275615245,0.106464334,1,1
3019,oh,monroe,0.652061856,0.528301887,0.561538462,0.715127701,0.874172185,0.578125,0.014388489,0.346444914,0,0.1641,0.3214,0.2356,0.14,0.238399247,0.42235073,0.889580401,0.017558887,0.281197214,0,0.158552102,0.002149409,0.33979975,0.052631579,0.118945787,0.007256618,0.014429988,0.01257132,0.273651674,0.100602723,0.250923924,0,0,0,0,0,0,1,1,1,0,0,1,1,-0.167141731,-0.312795202,-0.248707877,-0.399251277,-0.539051364,-0.47970617,0.871436899,-0.204885897,0.605302102,0.35015564,-0.11009191,2.141872449,1.511916833,0.411174375,-9.348237038,0.041312408,-0.014443495,-0.167162463,-0.3961761,-0.067913882,-0.604383528,-1.658770084,1,2
1828,mo,ste_genevieve,0.329896907,0.179245283,0.361538462,0.575638507,0.710816777,0.375,0,0.416490672,0,0.0104,0.0076,0.0089,0.0123,0.04079459,0.171811602,0.878642794,0.022269807,0.170320047,0.5,0.09928515,0.003008494,0.46620776,0.157894737,0.164222019,0.007022534,0.009216632,0.039284609,0.381570939,0.23647615,0.372396742,1,0,0,0,0,0,1,0,0,0,1,0,0,-0.344965685,-0.448496425,-0.394805971,-0.464619382,-0.350039051,-0.261178569,0.300118953,-0.11971211,0.176829672,-0.246611173,-0.253858766,1.097130673,-0.143233425,0.226640371,-32.78448868,0.047158103,0.081150897,-0.171290725,-0.31881389,-0.064209878,-0.426005512,-5.535081863,1,2
2948,ky,lewis,0.664948454,0.566037736,0.607692308,0.809430255,0.87196468,0.640625,0.005995204,0.487064414,0,0.1774,0.07,0.1209,0.1021,0.281692828,0.500141713,0.905812297,0,0.507254408,0,0,0.000787777,0.316645807,0.052631579,0.360213838,0.002340845,0.007597125,0.005657769,0.598673464,0.090383859,0.288039973,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.207884682,-0.297741273,-0.277421195,-0.258347482,-0.387742339,-0.413201821,0.432242482,-0.068247434,-0.068753628,0.500855888,0.065660825,1.135760257,0.861758133,0.246114154,0.680074692,0.036252894,0.02947985,-0.060561977,-0.259329051,-0.032282971,-0.286441267,0.065605573,1,3
1002,sd,moody,0.448453608,0.622641509,0.676923077,0.801571709,0.708609272,0.78125,0.002398082,0.130587821,0.5603,0.1075,0.1517,0.2562,0.1024,0.547751067,0.950960795,0.749012204,0,0.009959994,0,0.029924382,0.00026995,0.250312891,0.052631579,0.720555508,0.001113005,0.001646802,0.002006144,0.540903977,0.053570543,0.506787633,1,0,0,0,1,1,0,0,0,0,1,0,0,-0.064360418,0.146171694,0.217266187,0.110833333,-0.045106383,-0.019485581,-3.271142691,0.486376613,-0.489873068,-1.406974884,-0.568008353,6.22237561,-5.249622384,1.262332533,14.31590462,-0.036726445,0.100840695,-0.083341025,-0.199623212,-0.006226392,-0.225076377,2.348471403,1,3
2101,wi,lincoln,0.443298969,0.433962264,0.453846154,0.726915521,0.781456954,0.5,0,0.178370292,0.1258,0.0598,0.1436,0.2074,0.1117,0.244708721,0.481904282,0.5021929,0,0.043326419,0,0,6.6214E-05,0.364831039,0.052631579,0.040676913,0.000269418,0.001755982,0.001896146,0.073229009,0.015460966,0.190433104,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.365165165,-0.449451184,-0.332161687,-0.385564466,-0.604565083,-0.589715536,0.230816154,-0.260961593,0.160773446,0.568,-0.024562363,1.245113557,0.674065644,0.275528424,50.45878601,-0.029970435,0.159165666,-0.117672972,-0.213136137,-0.021639409,-0.223253295,8.372589111,1,1
306,nd,mercer,0.37628866,0.575471698,0.630769231,0.679764244,0.708609272,0.71875,0.007194245,0.322333685,0,0,0.0609,0.1771,0.2011,0.447333615,0.632195703,0.827319148,0.000963597,0.14905023,0,0.414034916,0.001191853,0.473717146,0.052631579,0.719048314,0.005101275,0.015512692,0.048176907,0.567618986,0.067708063,0.459637257,0,0,0,0,1,0,0,1,1,0,0,1,1,-0.063520871,-0.108521006,0.052877698,-0.0116,-0.038793694,-0.104282365,0.708430697,-1.487257718,-1.21937415,2.344283992,1.688126676,7.447473234,2.034209498,1.530916088,0.487531513,0.011405278,0.143232659,-0.14717856,-0.224435151,-0.0039982,-0.220973969,0.044426259,1,3
2947,ky,elliott,0.737113402,0.566037736,0.634615385,0.84086444,0.845474614,0.640625,0.003597122,0.447729673,0,0.1449,0.0573,0.1091,0.0788,0.265312676,0.394329717,0.916318268,0.001391863,0.509866647,0,0.06903633,0.000570459,0.284105131,0.052631579,0.424353135,0.002177427,0.004248931,0.005165433,0.618512606,0.052570228,0.442270423,1,0,0,0,1,0,0,1,1,0,0,1,1,0.039020658,-0.104170156,-0.070136745,-0.03871577,-0.130656574,-0.135577659,-3.66961556,-0.326709804,-0.447995914,2.374763703,0.037664272,6.856749254,-2.031893302,1.928145283,-2.747159243,0.110295303,-0.15175958,-0.226679444,-0.466341406,-0.070855983,-0.805341125,-0.592083395,1,3
1790,mo,cedar,0.365979381,0.349056604,0.407692308,0.664047151,0.754966887,0.46875,0.009592326,0.281854981,0.1288,0.1224,0.1143,0.1261,0.0824,0.128338744,0.384572159,0.787032583,0.002248394,0.111183879,0,0.110210903,0.001521225,0.419899875,0.052631579,0.044499163,0.003012181,0.003302702,0.009474595,0.107106465,0.040531938,0.188654829,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.388677943,-0.453741246,-0.36002376,-0.52007464,-0.599239025,-0.592682031,0.167396438,-0.206543899,0.444556438,0.152217353,-0.010942203,0.98165633,0.546684128,0.215327436,1.406656504,-0.101419173,0.039450839,-0.133792907,-0.168078318,-0.021419886,-0.38525942,0.170232832,1,1
1808,mo,howell,0.412371134,0.41509434,0.45,0.701375246,0.774834437,0.515625,0.005995204,0.228176698,0.1952,0.0903,0.0889,0.1451,0.073,0.239524747,0.486618647,0.755429025,0.003104925,0.046485405,0,0.041254323,0.000624789,0.388610763,0.052631579,0.071385641,0.001183672,0.003957784,0.004336968,0.170443256,0.042473674,0.254726639,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.292377702,-0.401142152,-0.290009396,-0.428404928,-0.479362101,-0.473752337,0.37199981,-0.277040833,0.477210514,0.118946281,-0.011702561,1.2569,0.679413211,0.270122218,1.062685966,-0.054063693,0.056977883,-0.129291981,-0.193524703,-0.010568317,-0.3304708,0.122035868,1,1
495,ks,chautauqua,0.520618557,0.443396226,0.492307692,0.699410609,0.803532009,0.53125,0.003597122,0.400123196,0,0.1933,0.2006,0.1653,0.1365,0.29434198,0.419425233,0.81148076,0.021092077,0.329448807,0,0.153042101,0.001624791,0.491239049,0.052631579,0.31246668,0.006466031,0.013774907,0.013895392,0.660466568,0.467632063,0.225629482,0,0,0,0,0,0,1,0,1,0,0,1,1,-0.182768259,-0.306372023,-0.405327956,-0.426702488,-0.526060214,-0.477950613,0.676286821,0.322992719,0.05273392,0.23285012,-0.091452649,1.376316229,1.193410931,0.261612638,0.509932101,-0.093128525,0.024843523,-0.079084791,-0.073332146,-0.024499467,-0.245201409,0.044121787,1,3
3163,tn,crockett,0.458762887,0.490566038,0.507692308,0.734774067,0.774834437,0.546875,0.003597122,0.223072862,0.1851,0.0651,0.0632,0.1118,0.0524,0.284002645,0.445023647,0.848403032,0,0.054142836,0,0.094092336,0.000241087,0.37359199,0.052631579,0.079085396,0.001135089,0.002975161,0.003171148,0.197527644,0.035628532,0.247576868,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.287299948,-0.416332665,-0.162558993,-0.326998323,-0.468903437,-0.485658726,0.449121964,-0.609545427,1.011567104,0.433962818,0.035732921,2.539930233,1.32083938,0.536134574,-101.9725571,-0.142513737,-0.198579937,-0.048740659,-0.111883424,-0.041885935,-0.543603718,-17.08602715,1,1
2019,ia,clayton,0.329896907,0.311320755,0.415384615,0.648330059,0.72406181,0.46875,0,0.195441746,0.2016,0,0.0436,0.1501,0.0526,0.141347166,0.349251111,0.932504351,0.000535332,0.031407616,0,0.10038715,0.000202038,0.444305382,0.052631579,0.109082382,0.000463752,0.001355655,0.003061967,0.246392809,0.06919416,0.153573218,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.533068783,-0.566149871,-0.558126872,-0.630397237,-0.680928412,-0.657480315,0.062057822,-0.014171158,0.129487342,0.080157672,-0.03443548,0.320309473,0.223096198,0.060787562,-13.71301746,0.022446629,0.125517666,-0.101509415,-0.298101395,-0.07473962,-0.326386154,-2.339900732,1,2
,in,parke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.634179235,-0.102920927,0.172430053,-0.184575185,-0.193885878,-0.035779539,-0.34473148,0.214907974,1,
1465,va,russell,0.608247423,0.443396226,0.607692308,0.764243615,0.766004415,0.625,0.004796163,0.362636396,0,0.082,0.1145,0.0761,0.1147,0.410320895,0.548255089,0.975111911,0.000428266,0.408727219,0,0.219894367,0.000728354,0.341677096,0.052631579,0.463076133,0.001355923,0.009134747,0.004853021,0.685349468,0.119529308,0.434664223,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.074654042,-0.110779436,-0.012306812,-0.009494595,-0.130931198,-0.145945182,0.483904057,-0.888907074,-0.228508924,12.79007665,0.114670792,14.5060675,12.2712355,5.187660382,-13.67276573,-0.114597119,-0.047097951,-0.242364615,-0.218085751,0.144510821,-0.477634609,-2.358400106,1,3
1881,il,saline,0.353092784,0.339622642,0.403846154,0.673870334,0.754966887,0.453125,0.008393285,0.21937698,0.2999,0.025,0.0652,0.1626,0.0749,0.152980507,0.372602503,0.83456174,0.000963597,0.031683212,0,0.035677259,0.000538201,0.367334168,0.052631579,0.04421015,0.00147959,0.003821308,0.007425106,0.08780714,0.031671555,0.364656413,1,0,0,1,0,0,0,0,0,0,0,0,0,0.037990821,0.006592104,0.04455951,-0.005562291,-0.256717712,-0.282679962,-0.826481658,5.759527454,-1.124828359,45.1532368,0.101131511,52.96520578,49.06258575,17.84666929,10.05621052,-0.156329513,0.110858545,-0.200741082,-0.211408585,0.02084446,-0.436776161,1.603239059,1,1
